date=2026-05-22, mr20=57.3844%, u4=46, d4=19, w20=21, universe=887
date=2022-01-18, mr20=66.9725%, u4=12, d4=32, w20=6, universe=654
date=2022-01-17, mr20=83.2317%, u4=63, d4=4, w20=11, universe=656
date=2022-01-14, mr20=82.7217%, u4=50, d4=7, w20=9, universe=654
date=2022-01-13, mr20=82.7217%, u4=37, d4=3, w20=11, universe=654
date=2022-01-12, mr20=81.8043%, u4=49, d4=6, w20=10, universe=654
date=2022-01-11, mr20=77.6758%, u4=35, d4=12, w20=12, universe=654
date=2022-01-10, mr20=81.25%, u4=69, d4=1, w20=15, universe=656
date=2022-01-07, mr20=73.2416%, u4=42, d4=5, w20=11, universe=654
date=2022-01-06, mr20=75.5352%, u4=32, d4=6, w20=12, universe=654
date=2022-01-05, mr20=78.2875%, u4=37, d4=2, w20=12, universe=654
date=2022-01-04, mr20=78.7462%, u4=45, d4=6, w20=15, universe=654
date=2022-01-03, mr20=77.439%, u4=65, d4=2, w20=16, universe=656
date=2021-12-31, mr20=62.6911%, u4=41, d4=1, w20=11, universe=654
date=2021-12-30, mr20=51.4548%, u4=37, d4=5, w20=11, universe=653
date=2021-12-29, mr20=51.1485%, u4=49, d4=4, w20=7, universe=653
date=2021-12-28, mr20=49.3109%, u4=56, d4=1, w20=13, universe=653
date=2021-12-27, mr20=34.6095%, u4=41, d4=7, w20=12, universe=653
date=2021-12-24, mr20=31.2404%, u4=10, d4=5, w20=4, universe=653
date=2021-12-23, mr20=37.0597%, u4=42, d4=2, w20=6, universe=653
date=2021-12-22, mr20=30.722%, u4=53, d4=0, w20=6, universe=651
date=2021-12-21, mr20=19.2012%, u4=39, d4=4, w20=7, universe=651
date=2021-12-20, mr20=12.6154%, u4=4, d4=171, w20=6, universe=650
date=2021-12-17, mr20=27.6923%, u4=10, d4=68, w20=9, universe=650
date=2021-12-16, mr20=43.7596%, u4=17, d4=16, w20=10, universe=649
date=2021-12-15, mr20=50.463%, u4=24, d4=9, w20=11, universe=648
date=2021-12-14, mr20=57.7812%, u4=35, d4=7, w20=14, universe=649
date=2021-12-13, mr20=59.7222%, u4=38, d4=4, w20=21, universe=648
date=2021-12-10, mr20=61.2654%, u4=49, d4=1, w20=16, universe=648
date=2021-12-09, mr20=57.0325%, u4=46, d4=4, w20=20, universe=647
date=2021-12-08, mr20=49.0712%, u4=48, d4=2, w20=16, universe=646
date=2021-12-07, mr20=34.0557%, u4=48, d4=0, w20=14, universe=646
date=2021-12-06, mr20=25.5418%, u4=21, d4=17, w20=14, universe=646
date=2021-12-03, mr20=33.2817%, u4=37, d4=3, w20=9, universe=646
date=2021-12-02, mr20=31.5789%, u4=62, d4=0, w20=5, universe=646
date=2021-12-01, mr20=23.839%, u4=31, d4=4, w20=6, universe=646
date=2021-11-30, mr20=21.3622%, u4=51, d4=15, w20=6, universe=646
date=2021-11-29, mr20=17.2093%, u4=16, d4=93, w20=8, universe=645
date=2021-11-26, mr20=22.9814%, u4=17, d4=131, w20=4, universe=644
date=2021-11-25, mr20=34.5736%, u4=59, d4=2, w20=8, universe=645
date=2021-11-24, mr20=27.1318%, u4=41, d4=2, w20=5, universe=645
date=2021-11-23, mr20=26.9767%, u4=58, d4=2, w20=6, universe=645
date=2021-11-22, mr20=17.9407%, u4=6, d4=126, w20=2, universe=641
date=2021-11-18, mr20=32.3988%, u4=12, d4=32, w20=7, universe=642
date=2021-11-17, mr20=46.875%, u4=31, d4=7, w20=12, universe=640
date=2021-11-16, mr20=49.142%, u4=47, d4=5, w20=6, universe=641
date=2021-11-15, mr20=48.5938%, u4=30, d4=34, w20=3, universe=640
date=2021-11-12, mr20=55.887%, u4=33, d4=10, w20=3, universe=637
date=2021-11-11, mr20=55.2426%, u4=29, d4=16, w20=2, universe=639
date=2021-11-10, mr20=62.2257%, u4=38, d4=10, w20=5, universe=638
date=2021-11-09, mr20=65.6201%, u4=50, d4=3, w20=6, universe=637
date=2021-11-08, mr20=62.5392%, u4=62, d4=14, w20=14, universe=638
date=2021-11-04, mr20=55.3459%, u4=16, d4=1, w20=7, universe=636
date=2021-11-03, mr20=43.239%, u4=25, d4=10, w20=6, universe=636
date=2021-11-02, mr20=45.283%, u4=58, d4=9, w20=7, universe=636
date=2021-11-01, mr20=40.2516%, u4=58, d4=9, w20=5, universe=636
date=2021-10-29, mr20=29.8742%, u4=26, d4=14, w20=3, universe=636
date=2021-10-28, mr20=30.1887%, u4=18, d4=46, w20=6, universe=636
date=2021-10-27, mr20=41.8239%, u4=46, d4=12, w20=6, universe=636
date=2021-10-26, mr20=37.2642%, u4=75, d4=3, w20=5, universe=636
date=2021-10-25, mr20=25.2351%, u4=14, d4=63, w20=3, universe=638
date=2021-10-22, mr20=35.2201%, u4=27, d4=41, w20=6, universe=636
date=2021-10-21, mr20=43.0818%, u4=26, d4=37, w20=3, universe=636
date=2021-10-20, mr20=44.9686%, u4=13, d4=52, w20=4, universe=636
date=2021-10-19, mr20=61.3208%, u4=18, d4=41, w20=6, universe=636
date=2021-10-18, mr20=75.7053%, u4=56, d4=5, w20=20, universe=638
date=2021-10-14, mr20=77.2013%, u4=47, d4=4, w20=18, universe=636
date=2021-10-13, mr20=78.3019%, u4=60, d4=5, w20=21, universe=636
date=2021-10-12, mr20=75.7862%, u4=39, d4=4, w20=18, universe=636
date=2021-10-11, mr20=77.7429%, u4=46, d4=7, w20=14, universe=638
date=2021-10-08, mr20=74.3307%, u4=43, d4=3, w20=16, universe=635
date=2021-10-07, mr20=74.4882%, u4=59, d4=3, w20=8, universe=635
date=2021-10-06, mr20=64.8819%, u4=27, d4=21, w20=8, universe=635
date=2021-10-05, mr20=76.2205%, u4=48, d4=1, w20=15, universe=635
date=2021-10-04, mr20=70.9119%, u4=80, d4=0, w20=13, universe=636
date=2021-10-01, mr20=59.9057%, u4=37, d4=3, w20=10, universe=636
date=2021-09-30, mr20=58.5827%, u4=41, d4=1, w20=5, universe=635
date=2021-09-29, mr20=56.9182%, u4=53, d4=6, w20=5, universe=636
date=2021-09-28, mr20=51.8868%, u4=41, d4=5, w20=15, universe=636
date=2021-09-27, mr20=55.1887%, u4=46, d4=2, w20=16, universe=636
date=2021-09-24, mr20=58.1761%, u4=30, d4=6, w20=14, universe=636
date=2021-09-23, mr20=64.252%, u4=43, d4=2, w20=2, universe=635
date=2021-09-22, mr20=55.2756%, u4=64, d4=1, w20=5, universe=635
date=2021-09-21, mr20=48.6614%, u4=42, d4=5, w20=5, universe=635
date=2021-09-20, mr20=45.6693%, u4=10, d4=24, w20=5, universe=635
date=2021-09-17, mr20=66.6142%, u4=19, d4=21, w20=8, universe=635
date=2021-09-16, mr20=79.3701%, u4=41, d4=5, w20=13, universe=635
date=2021-09-15, mr20=82.8346%, u4=43, d4=1, w20=14, universe=635
date=2021-09-14, mr20=75.9055%, u4=46, d4=3, w20=13, universe=635
date=2021-09-13, mr20=69.8262%, u4=54, d4=4, w20=11, universe=633
date=2021-09-09, mr20=68.4044%, u4=40, d4=1, w20=12, universe=633
date=2021-09-08, mr20=63.3491%, u4=38, d4=1, w20=10, universe=633
date=2021-09-07, mr20=62.2433%, u4=29, d4=1, w20=7, universe=633
date=2021-09-06, mr20=68.2464%, u4=41, d4=3, w20=10, universe=633
date=2021-09-03, mr20=66.5087%, u4=37, d4=4, w20=12, universe=633
date=2021-09-02, mr20=63.3491%, u4=51, d4=1, w20=13, universe=633
date=2021-09-01, mr20=55.538%, u4=38, d4=5, w20=12, universe=632
date=2021-08-31, mr20=54.3582%, u4=38, d4=4, w20=8, universe=631
date=2021-08-30, mr20=53.0903%, u4=77, d4=2, w20=16, universe=631
date=2021-08-27, mr20=38.0349%, u4=44, d4=1, w20=10, universe=631
date=2021-08-26, mr20=31.5372%, u4=42, d4=9, w20=9, universe=631
date=2021-08-25, mr20=31.2203%, u4=45, d4=1, w20=7, universe=631
date=2021-08-24, mr20=27.8922%, u4=74, d4=2, w20=6, universe=631
date=2021-08-23, mr20=19.3344%, u4=17, d4=114, w20=4, universe=631
date=2021-08-20, mr20=25.2782%, u4=8, d4=96, w20=4, universe=629
date=2021-08-18, mr20=34.8726%, u4=18, d4=13, w20=8, universe=628
date=2021-08-17, mr20=36.6242%, u4=26, d4=16, w20=7, universe=628
date=2021-08-16, mr20=38.3758%, u4=29, d4=21, w20=3, universe=628
date=2021-08-13, mr20=40.5104%, u4=27, d4=7, w20=4, universe=627
date=2021-08-12, mr20=41.6268%, u4=59, d4=4, w20=3, universe=627
date=2021-08-11, mr20=28.8217%, u4=34, d4=30, w20=3, universe=628
date=2021-08-10, mr20=30.414%, u4=8, d4=130, w20=2, universe=628
date=2021-08-09, mr20=44.7452%, u4=20, d4=26, w20=6, universe=628
date=2021-08-06, mr20=53.9936%, u4=28, d4=10, w20=6, universe=626
date=2021-08-05, mr20=54.7923%, u4=19, d4=15, w20=7, universe=626
date=2021-08-04, mr20=61.0224%, u4=15, d4=24, w20=10, universe=626
date=2021-08-03, mr20=69.4888%, u4=39, d4=10, w20=12, universe=626
date=2021-08-02, mr20=68.1021%, u4=71, d4=0, w20=11, universe=627
date=2021-07-30, mr20=60.64%, u4=45, d4=9, w20=8, universe=625
date=2021-07-29, mr20=58.88%, u4=58, d4=6, w20=14, universe=625
date=2021-07-28, mr20=52.64%, u4=28, d4=10, w20=19, universe=625
date=2021-07-27, mr20=56.16%, u4=35, d4=13, w20=12, universe=625
date=2021-07-26, mr20=61.44%, u4=46, d4=10, w20=11, universe=625
date=2021-07-23, mr20=61.0577%, u4=32, d4=12, w20=9, universe=624
date=2021-07-22, mr20=61.4767%, u4=69, d4=6, w20=8, universe=623
date=2021-07-20, mr20=50.7223%, u4=18, d4=32, w20=8, universe=623
date=2021-07-19, mr20=67.1474%, u4=32, d4=5, w20=12, universe=624
date=2021-07-16, mr20=74.4373%, u4=41, d4=4, w20=13, universe=622
date=2021-07-15, mr20=73.4727%, u4=50, d4=8, w20=18, universe=622
date=2021-07-14, mr20=76.5273%, u4=34, d4=3, w20=13, universe=622
date=2021-07-13, mr20=74.9196%, u4=45, d4=8, w20=11, universe=622
date=2021-07-12, mr20=71.7496%, u4=56, d4=0, w20=8, universe=623
date=2021-07-09, mr20=68.9711%, u4=32, d4=0, w20=10, universe=622
date=2021-07-08, mr20=67.2026%, u4=29, d4=9, w20=8, universe=622
date=2021-07-07, mr20=72.8296%, u4=37, d4=3, w20=13, universe=622
date=2021-07-06, mr20=70.9003%, u4=37, d4=8, w20=12, universe=622
date=2021-07-05, mr20=76.244%, u4=72, d4=4, w20=25, universe=623
date=2021-07-02, mr20=68.9711%, u4=48, d4=5, w20=19, universe=622
date=2021-07-01, mr20=65.4341%, u4=39, d4=8, w20=17, universe=622
date=2021-06-30, mr20=66.5595%, u4=39, d4=6, w20=11, universe=622
date=2021-06-29, mr20=66.881%, u4=46, d4=13, w20=5, universe=622
date=2021-06-28, mr20=71.4286%, u4=45, d4=9, w20=3, universe=623
date=2021-06-25, mr20=66.3446%, u4=42, d4=2, w20=7, universe=621
date=2021-06-24, mr20=58.9372%, u4=21, d4=9, w20=6, universe=621
date=2021-06-23, mr20=64.4013%, u4=29, d4=8, w20=11, universe=618
date=2021-06-22, mr20=70.0647%, u4=44, d4=0, w20=14, universe=618
date=2021-06-21, mr20=64.9435%, u4=44, d4=5, w20=10, universe=619
date=2021-06-18, mr20=58.643%, u4=23, d4=22, w20=6, universe=619
date=2021-06-17, mr20=68.4976%, u4=22, d4=13, w20=15, universe=619
date=2021-06-16, mr20=79.9677%, u4=26, d4=6, w20=19, universe=619
date=2021-06-15, mr20=85.9451%, u4=43, d4=3, w20=21, universe=619
date=2021-06-14, mr20=85.1373%, u4=31, d4=7, w20=20, universe=619
date=2021-06-11, mr20=90.9532%, u4=44, d4=2, w20=26, universe=619
date=2021-06-10, mr20=89.3376%, u4=54, d4=0, w20=23, universe=619
date=2021-06-09, mr20=84.4911%, u4=30, d4=7, w20=21, universe=619
date=2021-06-08, mr20=91.2763%, u4=55, d4=1, w20=31, universe=619
date=2021-06-07, mr20=89.3376%, u4=85, d4=4, w20=23, universe=619
date=2021-06-04, mr20=86.5913%, u4=55, d4=1, w20=15, universe=619
date=2021-06-03, mr20=86.4297%, u4=58, d4=2, w20=13, universe=619
date=2021-06-02, mr20=82.0679%, u4=68, d4=3, w20=10, universe=619
date=2021-06-01, mr20=72.2132%, u4=20, d4=17, w20=7, universe=619
date=2021-05-31, mr20=79.9677%, u4=47, d4=10, w20=10, universe=619
date=2021-05-28, mr20=80.7754%, u4=28, d4=18, w20=8, universe=619
date=2021-05-27, mr20=82.8756%, u4=25, d4=10, w20=21, universe=619
date=2021-05-26, mr20=83.8449%, u4=61, d4=9, w20=20, universe=619
date=2021-05-25, mr20=83.5218%, u4=42, d4=9, w20=17, universe=619
date=2021-05-24, mr20=84.168%, u4=61, d4=8, w20=20, universe=619
date=2021-05-21, mr20=82.8756%, u4=62, d4=5, w20=23, universe=619
date=2021-05-20, mr20=78.1906%, u4=40, d4=12, w20=16, universe=619
date=2021-05-19, mr20=82.5525%, u4=47, d4=7, w20=11, universe=619
date=2021-05-18, mr20=80.2908%, u4=69, d4=4, w20=14, universe=619
date=2021-05-17, mr20=73.9903%, u4=68, d4=9, w20=23, universe=619
date=2021-05-14, mr20=66.559%, u4=19, d4=32, w20=22, universe=619
date=2021-05-12, mr20=73.6672%, u4=40, d4=19, w20=21, universe=619
date=2021-05-11, mr20=76.4136%, u4=68, d4=5, w20=34, universe=619
date=2021-05-10, mr20=74.4337%, u4=98, d4=3, w20=21, universe=618
date=2021-05-07, mr20=69.5793%, u4=60, d4=8, w20=16, universe=618
date=2021-05-06, mr20=67.3139%, u4=59, d4=3, w20=17, universe=618
date=2021-05-05, mr20=64.4013%, u4=55, d4=5, w20=9, universe=618
date=2021-05-04, mr20=60.8414%, u4=28, d4=12, w20=14, universe=618
date=2021-05-03, mr20=62.6817%, u4=76, d4=8, w20=28, universe=619
date=2021-04-30, mr20=58.8997%, u4=33, d4=8, w20=16, universe=618
date=2021-04-29, mr20=61.4887%, u4=33, d4=3, w20=13, universe=618
date=2021-04-28, mr20=68.6084%, u4=54, d4=0, w20=21, universe=618
date=2021-04-27, mr20=58.8997%, u4=75, d4=2, w20=18, universe=618
date=2021-04-26, mr20=47.2492%, u4=47, d4=3, w20=10, universe=618
date=2021-04-23, mr20=41.329%, u4=38, d4=6, w20=8, universe=617
date=2021-04-22, mr20=37.9254%, u4=52, d4=5, w20=12, universe=617
date=2021-04-20, mr20=34.3598%, u4=34, d4=6, w20=8, universe=617
date=2021-04-19, mr20=29.8217%, u4=19, d4=79, w20=3, universe=617
date=2021-04-16, mr20=44.9675%, u4=43, d4=5, w20=4, universe=616
date=2021-04-15, mr20=37.3377%, u4=27, d4=13, w20=7, universe=616
date=2021-04-13, mr20=38.474%, u4=44, d4=13, w20=6, universe=616
date=2021-04-12, mr20=29.1734%, u4=4, d4=269, w20=4, universe=617
date=2021-04-09, mr20=68.1818%, u4=48, d4=2, w20=12, universe=616
date=2021-04-08, mr20=64.9351%, u4=61, d4=1, w20=24, universe=616
date=2021-04-07, mr20=58.2792%, u4=60, d4=4, w20=20, universe=616
date=2021-04-06, mr20=50.8943%, u4=54, d4=2, w20=18, universe=615
date=2021-04-05, mr20=44.3182%, u4=43, d4=46, w20=13, universe=616
date=2021-04-01, mr20=60.3252%, u4=117, d4=4, w20=6, universe=615
date=2021-03-31, mr20=41.7886%, u4=22, d4=10, w20=4, universe=615
date=2021-03-30, mr20=41.626%, u4=51, d4=7, w20=4, universe=615
date=2021-03-26, mr20=30.4065%, u4=53, d4=8, w20=3, universe=615
date=2021-03-25, mr20=20.2284%, u4=5, d4=69, w20=1, universe=613
date=2021-03-24, mr20=32.7332%, u4=9, d4=37, w20=3, universe=611
date=2021-03-23, mr20=45.082%, u4=53, d4=3, w20=2, universe=610
date=2021-03-22, mr20=39.0164%, u4=39, d4=5, w20=3, universe=610
date=2021-03-19, mr20=34.2623%, u4=40, d4=11, w20=3, universe=610
date=2021-03-18, mr20=26.9294%, u4=5, d4=49, w20=4, universe=609
date=2021-03-17, mr20=41.0509%, u4=6, d4=53, w20=4, universe=609
date=2021-03-16, mr20=56.486%, u4=49, d4=4, w20=9, universe=609
date=2021-03-15, mr20=54.844%, u4=27, d4=15, w20=12, universe=609
date=2021-03-12, mr20=64.1447%, u4=27, d4=9, w20=11, universe=608
date=2021-03-10, mr20=70.8882%, u4=44, d4=0, w20=14, universe=608
date=2021-03-09, mr20=65.2961%, u4=26, d4=20, w20=11, universe=608
date=2021-03-08, mr20=70.7237%, u4=52, d4=6, w20=23, universe=608
date=2021-03-05, mr20=68.4211%, u4=13, d4=28, w20=19, universe=608
date=2021-03-04, mr20=81.0855%, u4=55, d4=4, w20=24, universe=608
date=2021-03-03, mr20=80.7566%, u4=89, d4=3, w20=30, universe=608
date=2021-03-02, mr20=73.6842%, u4=80, d4=2, w20=32, universe=608
date=2021-03-01, mr20=66.7763%, u4=69, d4=1, w20=30, universe=608
date=2021-02-26, mr20=59.0461%, u4=24, d4=35, w20=15, universe=608
date=2021-02-25, mr20=69.1928%, u4=94, d4=3, w20=13, universe=607
date=2021-02-24, mr20=61.944%, u4=43, d4=3, w20=13, universe=607
date=2021-02-23, mr20=55.0247%, u4=70, d4=6, w20=14, universe=607
date=2021-02-22, mr20=47.9407%, u4=24, d4=25, w20=11, universe=607
date=2021-02-19, mr20=60.2965%, u4=20, d4=23, w20=17, universe=607
date=2021-02-18, mr20=69.028%, u4=73, d4=4, w20=24, universe=607
date=2021-02-17, mr20=63.4267%, u4=53, d4=3, w20=22, universe=607
date=2021-02-16, mr20=58.9786%, u4=37, d4=12, w20=22, universe=607
date=2021-02-15, mr20=61.1203%, u4=55, d4=16, w20=24, universe=607
date=2021-02-12, mr20=64.2504%, u4=39, d4=9, w20=20, universe=607
date=2021-02-11, mr20=68.5338%, u4=59, d4=6, w20=16, universe=607
date=2021-02-10, mr20=65.0741%, u4=41, d4=8, w20=19, universe=607
date=2021-02-09, mr20=67.3267%, u4=24, d4=11, w20=16, universe=606
date=2021-02-08, mr20=72.3229%, u4=71, d4=9, w20=24, universe=607
date=2021-02-05, mr20=68.2645%, u4=34, d4=14, w20=29, universe=605
date=2021-02-04, mr20=76.4901%, u4=71, d4=3, w20=30, universe=604
date=2021-02-03, mr20=69.5364%, u4=69, d4=5, w20=15, universe=604
date=2021-02-02, mr20=56.8823%, u4=84, d4=5, w20=7, universe=603
date=2021-02-01, mr20=48.6711%, u4=110, d4=7, w20=2, universe=602
date=2021-01-29, mr20=28.2392%, u4=26, d4=20, w20=2, universe=602
date=2021-01-28, mr20=29.4509%, u4=21, d4=10, w20=1, universe=601
date=2021-01-27, mr20=28.4526%, u4=22, d4=28, w20=2, universe=601
date=2021-01-25, mr20=33.7209%, u4=12, d4=32, w20=5, universe=602
date=2021-01-22, mr20=40.9318%, u4=14, d4=32, w20=4, universe=601
date=2021-01-21, mr20=56.0732%, u4=24, d4=15, w20=2, universe=601
date=2021-01-20, mr20=66.0566%, u4=36, d4=4, w20=4, universe=601
date=2021-01-19, mr20=63.3943%, u4=52, d4=2, w20=4, universe=601
date=2021-01-18, mr20=47.5083%, u4=16, d4=39, w20=3, universe=602
date=2021-01-15, mr20=68.2196%, u4=16, d4=11, w20=4, universe=601
date=2021-01-14, mr20=81.198%, u4=29, d4=5, w20=8, universe=601
date=2021-01-13, mr20=82.1667%, u4=26, d4=5, w20=8, universe=600
date=2021-01-12, mr20=86%, u4=51, d4=3, w20=9, universe=600
date=2021-01-11, mr20=87.0216%, u4=27, d4=6, w20=10, universe=601
date=2021-01-08, mr20=90.5%, u4=51, d4=4, w20=21, universe=600
date=2021-01-07, mr20=88.3333%, u4=56, d4=1, w20=27, universe=600
date=2021-01-06, mr20=88.6667%, u4=49, d4=9, w20=16, universe=600
date=2021-01-05, mr20=91.6667%, u4=64, d4=3, w20=19, universe=600
date=2021-01-04, mr20=92.1797%, u4=82, d4=4, w20=18, universe=601
date=2021-01-01, mr20=89.8502%, u4=47, d4=1, w20=21, universe=601
date=2020-12-31, mr20=82.6955%, u4=33, d4=2, w20=17, universe=601
date=2020-12-30, mr20=82.8619%, u4=45, d4=2, w20=22, universe=601
date=2020-12-29, mr20=79.0349%, u4=47, d4=1, w20=23, universe=601
date=2020-12-28, mr20=81.2292%, u4=74, d4=0, w20=7, universe=602
date=2020-12-24, mr20=72.5458%, u4=35, d4=4, w20=6, universe=601
date=2020-12-23, mr20=68.5%, u4=80, d4=2, w20=6, universe=600
date=2020-12-22, mr20=41.8333%, u4=32, d4=8, w20=3, universe=600
date=2020-12-21, mr20=32.2795%, u4=3, d4=286, w20=3, universe=601
date=2020-12-18, mr20=85.6667%, u4=22, d4=13, w20=10, universe=600
date=2020-12-17, mr20=90.1667%, u4=24, d4=5, w20=14, universe=600
date=2020-12-16, mr20=92.1797%, u4=51, d4=2, w20=18, universe=601
date=2020-12-15, mr20=90.8486%, u4=45, d4=3, w20=15, universe=601
date=2020-12-14, mr20=89.8502%, u4=62, d4=1, w20=16, universe=601
date=2020-12-11, mr20=89.1667%, u4=41, d4=1, w20=14, universe=600
date=2020-12-10, mr20=90.8333%, u4=16, d4=13, w20=16, universe=600
date=2020-12-09, mr20=94.6667%, u4=63, d4=3, w20=30, universe=600
date=2020-12-08, mr20=94.3239%, u4=47, d4=7, w20=32, universe=599
date=2020-12-07, mr20=95%, u4=97, d4=2, w20=35, universe=600
date=2020-12-04, mr20=94.8333%, u4=53, d4=8, w20=25, universe=600
date=2020-12-03, mr20=95%, u4=69, d4=1, w20=30, universe=600
date=2020-12-02, mr20=92.5%, u4=51, d4=1, w20=19, universe=600
date=2020-12-01, mr20=92.3205%, u4=73, d4=0, w20=17, universe=599
date=2020-11-27, mr20=88.4808%, u4=95, d4=3, w20=13, universe=599
date=2020-11-26, mr20=84.975%, u4=51, d4=3, w20=8, universe=599
date=2020-11-25, mr20=81.9699%, u4=25, d4=4, w20=10, universe=599
date=2020-11-24, mr20=91.1519%, u4=51, d4=7, w20=13, universe=599
date=2020-11-23, mr20=87.3122%, u4=75, d4=3, w20=22, universe=599
date=2020-11-20, mr20=81.1352%, u4=44, d4=5, w20=22, universe=599
date=2020-11-19, mr20=80.4348%, u4=32, d4=6, w20=17, universe=598
date=2020-11-18, mr20=82.107%, u4=76, d4=2, w20=18, universe=598
date=2020-11-17, mr20=78.7625%, u4=72, d4=5, w20=18, universe=598
date=2020-11-14, mr20=79.097%, u4=14, d4=0, w20=7, universe=598
date=2020-11-13, mr20=70.4013%, u4=48, d4=4, w20=4, universe=598
date=2020-11-12, mr20=68.8963%, u4=43, d4=3, w20=6, universe=598
date=2020-11-11, mr20=67.3913%, u4=33, d4=6, w20=5, universe=598
date=2020-11-10, mr20=62.8763%, u4=41, d4=32, w20=7, universe=598
date=2020-11-09, mr20=67.893%, u4=45, d4=11, w20=9, universe=598
date=2020-11-06, mr20=67.2241%, u4=35, d4=9, w20=6, universe=598
date=2020-11-05, mr20=61.3712%, u4=70, d4=6, w20=5, universe=598
date=2020-11-04, mr20=44.8161%, u4=20, d4=4, w20=1, universe=598
date=2020-11-03, mr20=41.3043%, u4=28, d4=5, w20=2, universe=598
date=2020-11-02, mr20=33.9465%, u4=20, d4=15, w20=5, universe=598
date=2020-10-30, mr20=39.0285%, u4=27, d4=7, w20=5, universe=597
date=2020-10-29, mr20=38.0235%, u4=14, d4=13, w20=6, universe=597
date=2020-10-28, mr20=41.7085%, u4=19, d4=10, w20=6, universe=597
date=2020-10-27, mr20=49.7487%, u4=32, d4=4, w20=9, universe=597
date=2020-10-26, mr20=46.7337%, u4=15, d4=21, w20=9, universe=597
date=2020-10-23, mr20=61.809%, u4=52, d4=1, w20=15, universe=597
date=2020-10-22, mr20=53.2663%, u4=54, d4=5, w20=13, universe=597
date=2020-10-21, mr20=47.3154%, u4=36, d4=5, w20=10, universe=596
date=2020-10-20, mr20=45.8054%, u4=34, d4=3, w20=6, universe=596
date=2020-10-19, mr20=43.9597%, u4=55, d4=1, w20=5, universe=596
date=2020-10-16, mr20=36.2416%, u4=28, d4=5, w20=1, universe=596
date=2020-10-15, mr20=27.5168%, u4=4, d4=21, w20=2, universe=596
date=2020-10-14, mr20=40.604%, u4=27, d4=13, w20=4, universe=596
date=2020-10-13, mr20=38.5906%, u4=26, d4=10, w20=5, universe=596
date=2020-10-12, mr20=41.2752%, u4=14, d4=23, w20=4, universe=596
date=2020-10-09, mr20=48.4848%, u4=7, d4=6, w20=4, universe=594
date=2020-10-08, mr20=50.6734%, u4=20, d4=11, w20=3, universe=594
date=2020-10-07, mr20=52.5253%, u4=23, d4=18, w20=6, universe=594
date=2020-10-06, mr20=59.596%, u4=42, d4=2, w20=9, universe=594
date=2020-10-05, mr20=55.8923%, u4=53, d4=5, w20=14, universe=594
date=2020-10-01, mr20=50.6757%, u4=35, d4=3, w20=21, universe=592
date=2020-09-30, mr20=46.0237%, u4=23, d4=3, w20=6, universe=591
date=2020-09-29, mr20=44.5194%, u4=34, d4=7, w20=4, universe=593
date=2020-09-28, mr20=44.8567%, u4=87, d4=1, w20=4, universe=593
date=2020-09-25, mr20=26.3069%, u4=96, d4=1, w20=0, universe=593
date=2020-09-24, mr20=14.6959%, u4=8, d4=80, w20=1, universe=592
date=2020-09-23, mr20=24.8311%, u4=21, d4=13, w20=3, universe=592
date=2020-09-22, mr20=24.6622%, u4=8, d4=62, w20=2, universe=592
date=2020-09-21, mr20=31.7032%, u4=8, d4=128, w20=7, universe=593
date=2020-09-18, mr20=59.7293%, u4=37, d4=10, w20=22, universe=591
date=2020-09-17, mr20=62.1622%, u4=27, d4=8, w20=16, universe=592
date=2020-09-16, mr20=68.8663%, u4=41, d4=3, w20=19, universe=591
date=2020-09-15, mr20=65.9898%, u4=47, d4=3, w20=7, universe=591
date=2020-09-14, mr20=63.1134%, u4=148, d4=5, w20=5, universe=591
date=2020-09-11, mr20=41.7936%, u4=26, d4=2, w20=3, universe=591
date=2020-09-10, mr20=40.4399%, u4=42, d4=5, w20=5, universe=591
date=2020-09-09, mr20=28.934%, u4=11, d4=34, w20=4, universe=591
date=2020-09-08, mr20=34.687%, u4=16, d4=29, w20=8, universe=591
date=2020-09-07, mr20=44.8393%, u4=17, d4=11, w20=6, universe=591
date=2020-09-04, mr20=49.4078%, u4=16, d4=15, w20=2, universe=591
date=2020-09-03, mr20=64.8054%, u4=45, d4=8, w20=3, universe=591
date=2020-09-02, mr20=59.7293%, u4=53, d4=4, w20=3, universe=591
date=2020-09-01, mr20=47.5465%, u4=13, d4=10, w20=0, universe=591
date=2020-08-31, mr20=45.8545%, u4=3, d4=224, w20=2, universe=591
date=2020-08-28, mr20=84.6024%, u4=40, d4=9, w20=11, universe=591
date=2020-08-27, mr20=87.6481%, u4=46, d4=11, w20=21, universe=591
date=2020-08-26, mr20=89.3401%, u4=67, d4=2, w20=25, universe=591
date=2020-08-25, mr20=87.9865%, u4=50, d4=7, w20=24, universe=591
date=2020-08-24, mr20=90.6937%, u4=65, d4=4, w20=35, universe=591
date=2020-08-21, mr20=88.6633%, u4=87, d4=3, w20=25, universe=591
date=2020-08-20, mr20=86.6102%, u4=62, d4=3, w20=18, universe=590
date=2020-08-19, mr20=89.322%, u4=79, d4=2, w20=22, universe=590
date=2020-08-18, mr20=85.9322%, u4=78, d4=2, w20=20, universe=590
date=2020-08-17, mr20=77.7966%, u4=48, d4=4, w20=23, universe=590
date=2020-08-14, mr20=75.0847%, u4=33, d4=23, w20=27, universe=590
date=2020-08-13, mr20=84.5763%, u4=67, d4=7, w20=36, universe=590
date=2020-08-12, mr20=81.5254%, u4=43, d4=7, w20=27, universe=590
